matrix,row,col
S,8404,13094
I,J,V
4144.0,1259.0,-9.0
4748.0,1259.0,297.0
5342.0,1259.0,15.0
5343.0,1259.0,4.0
5345.0,1259.0,7.0
5347.0,1259.0,6.0
5348.0,1259.0,5.0
5349.0,1259.0,3.0
5350.0,1259.0,1.0
5352.0,1259.0,11.0
5353.0,1259.0,6.0
5354.0,1259.0,3.0
5355.0,1259.0,4.0
5356.0,1259.0,3.0
5357.0,1259.0,12.0
5358.0,1259.0,5.0
5359.0,1259.0,3.0
5360.0,1259.0,2.0
5361.0,1259.0,9.0
2032.0,1260.0,8022.0
2210.0,1260.0,-8022.0
3137.0,1260.0,1.0
3436.0,1260.0,-262.0
3518.0,1260.0,10622.0
3526.0,1260.0,-8023.0
3972.0,1260.0,-134.0
3979.0,1260.0,-134.0
3980.0,1260.0,-138.0
3981.0,1260.0,-176.0
4004.0,1260.0,-48.0
4051.0,1260.0,-110.0
4052.0,1260.0,-186.0
4057.0,1260.0,-62.0
4105.0,1260.0,-104.0
4114.0,1260.0,-166.0
4115.0,1260.0,-154.0
4119.0,1260.0,-48.0
4129.0,1260.0,-98.0
4134.0,1260.0,-114.0
4135.0,1260.0,-278.0
4140.0,1260.0,-182.0
4141.0,1260.0,-60.0
4142.0,1260.0,-98.0
4144.0,1260.0,-122.0
4748.0,1260.0,8022.0
5342.0,1260.0,134.0
5343.0,1260.0,134.0
5344.0,1260.0,138.0
5345.0,1260.0,176.0
5346.0,1260.0,48.0
5347.0,1260.0,110.0
5348.0,1260.0,186.0
5349.0,1260.0,262.0
5350.0,1260.0,62.0
5351.0,1260.0,104.0
5352.0,1260.0,166.0
5353.0,1260.0,154.0
5354.0,1260.0,48.0
5355.0,1260.0,98.0
5356.0,1260.0,114.0
5357.0,1260.0,278.0
5358.0,1260.0,182.0
5359.0,1260.0,60.0
5360.0,1260.0,98.0
5361.0,1260.0,122.0
2032.0,1261.0,1218.0
2210.0,1261.0,-1218.0
3436.0,1261.0,-31.0
3518.0,1261.0,1618.0
3526.0,1261.0,-1219.0
3544.0,1261.0,1.0
3972.0,1261.0,-30.0
3979.0,1261.0,-9.0
3980.0,1261.0,-21.0
3981.0,1261.0,-25.0
4004.0,1261.0,-12.0
4051.0,1261.0,-17.0
4052.0,1261.0,-25.0
4057.0,1261.0,-13.0
4105.0,1261.0,-18.0
4114.0,1261.0,-31.0
4115.0,1261.0,-35.0
4119.0,1261.0,-5.0
4129.0,1261.0,-8.0
4134.0,1261.0,-21.0
4135.0,1261.0,-18.0
4140.0,1261.0,-22.0
4141.0,1261.0,-8.0
4142.0,1261.0,-21.0
4144.0,1261.0,-36.0
4748.0,1261.0,1218.0
5342.0,1261.0,30.0
5343.0,1261.0,9.0
5344.0,1261.0,21.0
5345.0,1261.0,25.0
5346.0,1261.0,12.0
5347.0,1261.0,17.0
5348.0,1261.0,25.0
5349.0,1261.0,31.0
5350.0,1261.0,13.0
5351.0,1261.0,18.0
5352.0,1261.0,31.0
5353.0,1261.0,35.0
5354.0,1261.0,5.0
5355.0,1261.0,8.0
5356.0,1261.0,21.0
5357.0,1261.0,18.0
5358.0,1261.0,22.0
5359.0,1261.0,8.0
5360.0,1261.0,21.0
5361.0,1261.0,36.0
2032.0,1262.0,2430.0
2210.0,1262.0,-2430.0
3436.0,1262.0,-62.0
3518.0,1262.0,3239.0
3526.0,1262.0,-2431.0
3972.0,1262.0,-37.0
3979.0,1262.0,-42.0
3980.0,1262.0,-40.0
3981.0,1262.0,-36.0
4004.0,1262.0,-48.0
4051.0,1262.0,-31.0
4052.0,1262.0,-56.0
4057.0,1262.0,-24.0
4105.0,1262.0,-22.0
4114.0,1262.0,-48.0
4115.0,1262.0,-49.0
4119.0,1262.0,-11.0
4129.0,1262.0,-21.0
4134.0,1262.0,-69.0
4135.0,1262.0,-56.0
4140.0,1262.0,-61.0
4141.0,1262.0,-19.0
4142.0,1262.0,-30.0
4144.0,1262.0,-48.0
4748.0,1262.0,2430.0
4757.0,1262.0,1.0
5342.0,1262.0,37.0
5343.0,1262.0,42.0
5344.0,1262.0,40.0
5345.0,1262.0,36.0
5346.0,1262.0,48.0
5347.0,1262.0,31.0
5348.0,1262.0,56.0
5349.0,1262.0,62.0
5350.0,1262.0,24.0
5351.0,1262.0,22.0
5352.0,1262.0,48.0
5353.0,1262.0,49.0
5354.0,1262.0,11.0
5355.0,1262.0,21.0
5356.0,1262.0,69.0
5357.0,1262.0,56.0
5358.0,1262.0,61.0
5359.0,1262.0,19.0
5360.0,1262.0,30.0
5361.0,1262.0,48.0
2032.0,1263.0,1866.0
2210.0,1263.0,-1866.0
3436.0,1263.0,-49.0
3518.0,1263.0,2475.0
3526.0,1263.0,-1867.0
3972.0,1263.0,-42.0
3979.0,1263.0,-44.0
3980.0,1263.0,-25.0
3981.0,1263.0,-35.0
4004.0,1263.0,-26.0
4051.0,1263.0,-26.0
4052.0,1263.0,-51.0
4057.0,1263.0,-13.0
4105.0,1263.0,-22.0
4114.0,1263.0,-51.0
4115.0,1263.0,-29.0
4119.0,1263.0,-9.0
4129.0,1263.0,-21.0
4134.0,1263.0,-33.0
4135.0,1263.0,-38.0
4140.0,1263.0,-36.0
4141.0,1263.0,-14.0
4142.0,1263.0,-21.0
4144.0,1263.0,-37.0
4748.0,1263.0,1866.0
4857.0,1263.0,1.0
5342.0,1263.0,42.0
5343.0,1263.0,44.0
5344.0,1263.0,25.0
5345.0,1263.0,35.0
5346.0,1263.0,26.0
5347.0,1263.0,26.0
5348.0,1263.0,51.0
5349.0,1263.0,49.0
5350.0,1263.0,13.0
5351.0,1263.0,22.0
5352.0,1263.0,51.0
5353.0,1263.0,29.0
5354.0,1263.0,9.0
5355.0,1263.0,21.0
5356.0,1263.0,33.0
5357.0,1263.0,38.0
5358.0,1263.0,36.0
5359.0,1263.0,14.0
5360.0,1263.0,21.0
5361.0,1263.0,37.0
376.0,1264.0,1.0
2032.0,1264.0,2094.0
2210.0,1264.0,-2094.0
3436.0,1264.0,-52.0
3518.0,1264.0,2790.0
3526.0,1264.0,-2095.0
3972.0,1264.0,-61.0
3979.0,1264.0,-27.0
3980.0,1264.0,-34.0
3981.0,1264.0,-45.0
4004.0,1264.0,-40.0
4051.0,1264.0,-17.0
4052.0,1264.0,-42.0
4057.0,1264.0,-19.0
4105.0,1264.0,-15.0
4114.0,1264.0,-65.0
4115.0,1264.0,-58.0
4119.0,1264.0,-10.0
4129.0,1264.0,-28.0
4134.0,1264.0,-32.0
4135.0,1264.0,-41.0
4140.0,1264.0,-30.0
4141.0,1264.0,-8.0
4142.0,1264.0,-26.0
4144.0,1264.0,-48.0
4748.0,1264.0,2094.0
5342.0,1264.0,61.0
5343.0,1264.0,27.0
5344.0,1264.0,34.0
5345.0,1264.0,45.0
5346.0,1264.0,40.0
5347.0,1264.0,17.0
5348.0,1264.0,42.0
5349.0,1264.0,52.0
5350.0,1264.0,19.0
5351.0,1264.0,15.0
5352.0,1264.0,65.0
5353.0,1264.0,58.0
5354.0,1264.0,10.0
5355.0,1264.0,28.0
5356.0,1264.0,32.0
5357.0,1264.0,41.0
5358.0,1264.0,30.0
5359.0,1264.0,8.0
5360.0,1264.0,26.0
5361.0,1264.0,48.0
2032.0,1265.0,951.0
2175.0,1265.0,1.0
2210.0,1265.0,-951.0
3436.0,1265.0,-18.0
3518.0,1265.0,1264.0
3526.0,1265.0,-952.0
3972.0,1265.0,-39.0
3979.0,1265.0,-34.0
3980.0,1265.0,-1.0
3981.0,1265.0,-11.0
4004.0,1265.0,-2.0
4051.0,1265.0,-32.0
4052.0,1265.0,-40.0
4057.0,1265.0,-2.0
4105.0,1265.0,-2.0
4114.0,1265.0,-41.0
4115.0,1265.0,-13.0
4119.0,1265.0,-8.0
4129.0,1265.0,-4.0
4134.0,1265.0,-8.0
4135.0,1265.0,-14.0
4140.0,1265.0,-12.0
4141.0,1265.0,-8.0
4142.0,1265.0,-4.0
4144.0,1265.0,-24.0
4748.0,1265.0,951.0
5342.0,1265.0,39.0
5343.0,1265.0,34.0
5344.0,1265.0,1.0
5345.0,1265.0,11.0
5346.0,1265.0,2.0
5347.0,1265.0,32.0
5348.0,1265.0,40.0
5349.0,1265.0,18.0
5350.0,1265.0,2.0
5351.0,1265.0,2.0
5352.0,1265.0,41.0
5353.0,1265.0,13.0
5354.0,1265.0,8.0
5355.0,1265.0,4.0
5356.0,1265.0,8.0
5357.0,1265.0,14.0
5358.0,1265.0,12.0
5359.0,1265.0,8.0
5360.0,1265.0,4.0
5361.0,1265.0,24.0
2032.0,1266.0,801.0
2155.0,1266.0,1.0
2210.0,1266.0,-801.0
3436.0,1266.0,-11.0
3518.0,1266.0,1061.0
3526.0,1266.0,-802.0
3972.0,1266.0,-23.0
3979.0,1266.0,-17.0
3980.0,1266.0,-5.0
3981.0,1266.0,-16.0
4051.0,1266.0,-19.0
4052.0,1266.0,-30.0
4057.0,1266.0,-6.0
4114.0,1266.0,-41.0
4115.0,1266.0,-22.0
4119.0,1266.0,-4.0
4129.0,1266.0,-8.0
4134.0,1266.0,-10.0
4135.0,1266.0,-16.0
4140.0,1266.0,-12.0
4141.0,1266.0,-5.0
4142.0,1266.0,-7.0
4144.0,1266.0,-15.0
4748.0,1266.0,801.0
5342.0,1266.0,23.0
5343.0,1266.0,17.0
5344.0,1266.0,5.0
5345.0,1266.0,16.0
5347.0,1266.0,19.0
5348.0,1266.0,30.0
5349.0,1266.0,11.0
5350.0,1266.0,6.0
5352.0,1266.0,41.0
5353.0,1266.0,22.0
5354.0,1266.0,4.0
5355.0,1266.0,8.0
5356.0,1266.0,10.0
5357.0,1266.0,16.0
5358.0,1266.0,12.0
5359.0,1266.0,5.0
5360.0,1266.0,7.0
5361.0,1266.0,15.0
2032.0,1267.0,315.0
2210.0,1267.0,-315.0
3436.0,1267.0,-5.0
3518.0,1267.0,415.0
3526.0,1267.0,-316.0
3972.0,1267.0,-8.0
3980.0,1267.0,-3.0
3981.0,1267.0,-7.0
4004.0,1267.0,-5.0
4051.0,1267.0,-5.0
4052.0,1267.0,-10.0
4057.0,1267.0,-1.0
4105.0,1267.0,-4.0
4114.0,1267.0,-6.0
4115.0,1267.0,-12.0
4119.0,1267.0,-3.0
4129.0,1267.0,-9.0
4134.0,1267.0,-3.0
4135.0,1267.0,-7.0
4140.0,1267.0,-4.0
4141.0,1267.0,-1.0
4142.0,1267.0,-1.0
4144.0,1267.0,-11.0
4748.0,1267.0,315.0
5204.0,1267.0,1.0
5342.0,1267.0,8.0
5344.0,1267.0,3.0
5345.0,1267.0,7.0
5346.0,1267.0,5.0
5347.0,1267.0,5.0
5348.0,1267.0,10.0
5349.0,1267.0,5.0
5350.0,1267.0,1.0
5351.0,1267.0,4.0
5352.0,1267.0,6.0
5353.0,1267.0,12.0
5354.0,1267.0,3.0
5355.0,1267.0,9.0
5356.0,1267.0,3.0
5357.0,1267.0,7.0
5358.0,1267.0,4.0
5359.0,1267.0,1.0
5360.0,1267.0,1.0
5361.0,1267.0,11.0
2032.0,1268.0,498.0
2210.0,1268.0,-498.0
3436.0,1268.0,-10.0
3518.0,1268.0,666.0
3526.0,1268.0,-499.0
3972.0,1268.0,-11.0
3979.0,1268.0,-9.0
3980.0,1268.0,-4.0
3981.0,1268.0,-12.0
4004.0,1268.0,-3.0
4051.0,1268.0,-10.0
4052.0,1268.0,-6.0
4057.0,1268.0,-3.0
4105.0,1268.0,-9.0
4114.0,1268.0,-15.0
4115.0,1268.0,-11.0
4119.0,1268.0,-4.0
4129.0,1268.0,-6.0
4134.0,1268.0,-12.0
4135.0,1268.0,-8.0
4140.0,1268.0,-12.0
4141.0,1268.0,-2.0
4142.0,1268.0,-2.0
4144.0,1268.0,-17.0
4260.0,1268.0,1.0
4748.0,1268.0,498.0
5342.0,1268.0,11.0
5343.0,1268.0,9.0
5344.0,1268.0,4.0
5345.0,1268.0,12.0
5346.0,1268.0,3.0
5347.0,1268.0,10.0
5348.0,1268.0,6.0
5349.0,1268.0,10.0
5350.0,1268.0,3.0
5351.0,1268.0,9.0
5352.0,1268.0,15.0
5353.0,1268.0,11.0
5354.0,1268.0,4.0
5355.0,1268.0,6.0
5356.0,1268.0,12.0
5357.0,1268.0,8.0
5358.0,1268.0,12.0
5359.0,1268.0,2.0
5360.0,1268.0,2.0
5361.0,1268.0,17.0
2032.0,1269.0,855.0
2210.0,1269.0,-855.0
3436.0,1269.0,-21.0
3518.0,1269.0,1147.0
3526.0,1269.0,-856.0
3972.0,1269.0,-21.0
3979.0,1269.0,-20.0
3980.0,1269.0,-11.0
3981.0,1269.0,-10.0
4004.0,1269.0,-5.0
4051.0,1269.0,-17.0
4052.0,1269.0,-22.0
4057.0,1269.0,-6.0
4105.0,1269.0,-10.0
4114.0,1269.0,-31.0
4115.0,1269.0,-19.0
4119.0,1269.0,-12.0
4129.0,1269.0,-6.0
4134.0,1269.0,-12.0
4135.0,1269.0,-20.0
4140.0,1269.0,-12.0
4141.0,1269.0,-5.0
4142.0,1269.0,-4.0
4144.0,1269.0,-21.0
4748.0,1269.0,855.0
5081.0,1269.0,1.0
5342.0,1269.0,21.0
5343.0,1269.0,20.0
5344.0,1269.0,11.0
5345.0,1269.0,10.0
5346.0,1269.0,5.0
5347.0,1269.0,17.0
5348.0,1269.0,22.0
5349.0,1269.0,21.0
5350.0,1269.0,6.0
5351.0,1269.0,10.0
5352.0,1269.0,31.0
5353.0,1269.0,19.0
5354.0,1269.0,12.0
5355.0,1269.0,6.0
5356.0,1269.0,12.0
5357.0,1269.0,20.0
5358.0,1269.0,12.0
5359.0,1269.0,5.0
5360.0,1269.0,4.0
5361.0,1269.0,21.0
2032.0,1270.0,579.0
2210.0,1270.0,-579.0
3436.0,1270.0,-13.0
3449.0,1270.0,1.0
3518.0,1270.0,767.0
3526.0,1270.0,-580.0
3972.0,1270.0,-10.0
3979.0,1270.0,-4.0
3980.0,1270.0,-3.0
3981.0,1270.0,-9.0
4004.0,1270.0,-8.0
4051.0,1270.0,-4.0
4052.0,1270.0,-11.0
4057.0,1270.0,-3.0
4105.0,1270.0,-12.0
4114.0,1270.0,-28.0
4115.0,1270.0,-11.0
4119.0,1270.0,-4.0
4129.0,1270.0,-5.0
4134.0,1270.0,-19.0
4135.0,1270.0,-20.0
4140.0,1270.0,-10.0
4141.0,1270.0,-3.0
4142.0,1270.0,-4.0
4144.0,1270.0,-12.0
4748.0,1270.0,579.0
5342.0,1270.0,10.0
5343.0,1270.0,4.0
5344.0,1270.0,3.0
5345.0,1270.0,9.0
5346.0,1270.0,8.0
5347.0,1270.0,4.0
5348.0,1270.0,11.0
5349.0,1270.0,13.0
5350.0,1270.0,3.0
5351.0,1270.0,12.0
5352.0,1270.0,28.0
5353.0,1270.0,11.0
5354.0,1270.0,4.0
5355.0,1270.0,5.0
5356.0,1270.0,19.0
5357.0,1270.0,20.0
5358.0,1270.0,10.0
5359.0,1270.0,3.0
5360.0,1270.0,4.0
5361.0,1270.0,12.0
2032.0,1271.0,975.0
2172.0,1271.0,1.0
2210.0,1271.0,-975.0
3436.0,1271.0,-28.0
3518.0,1271.0,1308.0
3526.0,1271.0,-976.0
3972.0,1271.0,-38.0
3979.0,1271.0,-23.0
3980.0,1271.0,-5.0
3981.0,1271.0,-14.0
4004.0,1271.0,-6.0
4051.0,1271.0,-7.0
4052.0,1271.0,-15.0
4057.0,1271.0,-10.0
4105.0,1271.0,-6.0
4114.0,1271.0,-37.0
4115.0,1271.0,-14.0
4119.0,1271.0,-14.0
4129.0,1271.0,-10.0
4134.0,1271.0,-26.0
4135.0,1271.0,-25.0
4140.0,1271.0,-10.0
4141.0,1271.0,-3.0
4142.0,1271.0,-14.0
4144.0,1271.0,-20.0
4748.0,1271.0,975.0
5342.0,1271.0,38.0
5343.0,1271.0,23.0
5344.0,1271.0,5.0
5345.0,1271.0,14.0
5346.0,1271.0,6.0
5347.0,1271.0,7.0
5348.0,1271.0,15.0
5349.0,1271.0,28.0
5350.0,1271.0,10.0
5351.0,1271.0,6.0
5352.0,1271.0,37.0
5353.0,1271.0,14.0
5354.0,1271.0,14.0
5355.0,1271.0,10.0
5356.0,1271.0,26.0
5357.0,1271.0,25.0
5358.0,1271.0,10.0
5359.0,1271.0,3.0
5360.0,1271.0,14.0
5361.0,1271.0,20.0
2032.0,1272.0,1050.0
2210.0,1272.0,-1050.0
3416.0,1272.0,1.0
3436.0,1272.0,-18.0
3518.0,1272.0,1389.0
3526.0,1272.0,-1051.0
3972.0,1272.0,-22.0
3979.0,1272.0,-12.0
3980.0,1272.0,-12.0
3981.0,1272.0,-26.0
4004.0,1272.0,-6.0
4051.0,1272.0,-14.0
4052.0,1272.0,-15.0
4057.0,1272.0,-9.0
4105.0,1272.0,-12.0
4114.0,1272.0,-39.0
4115.0,1272.0,-18.0
4119.0,1272.0,-8.0
4129.0,1272.0,-20.0
4134.0,1272.0,-15.0
4135.0,1272.0,-31.0
4140.0,1272.0,-25.0
4141.0,1272.0,-7.0
4142.0,1272.0,-13.0
4144.0,1272.0,-28.0
4748.0,1272.0,1050.0
5342.0,1272.0,22.0
5343.0,1272.0,12.0
5344.0,1272.0,12.0
5345.0,1272.0,26.0
5346.0,1272.0,6.0
5347.0,1272.0,14.0
5348.0,1272.0,15.0
5349.0,1272.0,18.0
5350.0,1272.0,9.0
5351.0,1272.0,12.0
5352.0,1272.0,39.0
5353.0,1272.0,18.0
5354.0,1272.0,8.0
5355.0,1272.0,20.0
5356.0,1272.0,15.0
5357.0,1272.0,31.0
5358.0,1272.0,25.0
5359.0,1272.0,7.0
5360.0,1272.0,13.0
5361.0,1272.0,28.0
2032.0,1273.0,1404.0
2210.0,1273.0,-1404.0
3436.0,1273.0,-28.0
3518.0,1273.0,1863.0
3526.0,1273.0,-1405.0
3972.0,1273.0,-31.0
3979.0,1273.0,-19.0
3980.0,1273.0,-19.0
3981.0,1273.0,-27.0
4004.0,1273.0,-19.0
4051.0,1273.0,-16.0
4052.0,1273.0,-34.0
4057.0,1273.0,-13.0
4105.0,1273.0,-29.0
4114.0,1273.0,-47.0
4115.0,1273.0,-33.0
4119.0,1273.0,-15.0
4129.0,1273.0,-22.0
4134.0,1273.0,-20.0
4135.0,1273.0,-37.0
4140.0,1273.0,-18.0
4142.0,1273.0,-14.0
4144.0,1273.0,-27.0
4748.0,1273.0,1404.0
4764.0,1273.0,1.0
5342.0,1273.0,31.0
5343.0,1273.0,19.0
5344.0,1273.0,19.0
5345.0,1273.0,27.0
5346.0,1273.0,19.0
5347.0,1273.0,16.0
5348.0,1273.0,34.0
5349.0,1273.0,28.0
5350.0,1273.0,13.0
5351.0,1273.0,29.0
5352.0,1273.0,47.0
5353.0,1273.0,33.0
5354.0,1273.0,15.0
5355.0,1273.0,22.0
5356.0,1273.0,20.0
5357.0,1273.0,37.0
5358.0,1273.0,18.0
5360.0,1273.0,14.0
5361.0,1273.0,27.0
2032.0,1274.0,1425.0
2210.0,1274.0,-1425.0
3436.0,1274.0,-32.0
3518.0,1274.0,1904.0
3526.0,1274.0,-1426.0
3972.0,1274.0,-34.0
3979.0,1274.0,-22.0
3980.0,1274.0,-20.0
3981.0,1274.0,-22.0
4004.0,1274.0,-10.0
4051.0,1274.0,-13.0
4052.0,1274.0,-31.0
4057.0,1274.0,-16.0
4105.0,1274.0,-25.0
4114.0,1274.0,-38.0
4115.0,1274.0,-35.0
4119.0,1274.0,-7.0
4129.0,1274.0,-21.0
4131.0,1274.0,1.0
4134.0,1274.0,-20.0
4135.0,1274.0,-43.0
4140.0,1274.0,-25.0
4141.0,1274.0,-9.0
4142.0,1274.0,-17.0
4144.0,1274.0,-35.0
4748.0,1274.0,1425.0
5342.0,1274.0,34.0
5343.0,1274.0,22.0
5344.0,1274.0,20.0
5345.0,1274.0,22.0
5346.0,1274.0,10.0
5347.0,1274.0,13.0
5348.0,1274.0,31.0
5349.0,1274.0,32.0
5350.0,1274.0,16.0
5351.0,1274.0,25.0
5352.0,1274.0,38.0
5353.0,1274.0,35.0
5354.0,1274.0,7.0
5355.0,1274.0,21.0
5356.0,1274.0,20.0
5357.0,1274.0,43.0
5358.0,1274.0,25.0
5359.0,1274.0,9.0
5360.0,1274.0,17.0
5361.0,1274.0,35.0
388.0,1275.0,-1.0
390.0,1275.0,1.0
2202.0,1275.0,-1.0
3526.0,1275.0,1.0
388.0,1276.0,-1.0
405.0,1276.0,1.0
3526.0,1276.0,1.0
5390.0,1276.0,-1.0
405.0,1277.0,-1.0
420.0,1277.0,1.0
2032.0,1277.0,1.0
2210.0,1277.0,-1.0
3518.0,1277.0,1.0
405.0,1278.0,1.0
420.0,1278.0,-1.0
3526.0,1278.0,-1.0
4748.0,1278.0,1.0
405.0,1279.0,-1.0
419.0,1279.0,1.0
3518.0,1279.0,1.0
4619.0,1279.0,1.0
4622.0,1279.0,-1.0
388.0,1280.0,1.0
393.0,1280.0,-1.0
2615.0,1280.0,1.0
3526.0,1280.0,-1.0
388.0,1281.0,-1.0
389.0,1281.0,1.0
2194.0,1281.0,-1.0
3526.0,1281.0,1.0
389.0,1282.0,-1.0
393.0,1282.0,1.0
3526.0,1282.0,-1.0
4416.0,1282.0,1.0
389.0,1283.0,1.0
417.0,1283.0,-1.0
2044.0,1283.0,1.0
3526.0,1283.0,-1.0
2044.0,1284.0,1.0
2194.0,1284.0,1.0
3526.0,1284.0,-1.0
4277.0,1284.0,-1.0
2032.0,1285.0,608.0
2076.0,1285.0,63.0
2081.0,1285.0,-1.0
2194.0,1285.0,27.0
2202.0,1285.0,17.0
2206.0,1285.0,36.0
2210.0,1285.0,-608.0
2707.0,1285.0,35.0
3374.0,1285.0,62.0
3379.0,1285.0,20.0
3399.0,1285.0,13.0
3518.0,1285.0,619.0
3526.0,1285.0,-1216.0
3683.0,1285.0,16.0
3785.0,1285.0,9.0
4017.0,1285.0,64.0
4147.0,1285.0,60.0
4236.0,1285.0,7.0
4698.0,1285.0,35.0
4748.0,1285.0,608.0
4789.0,1285.0,24.0
4999.0,1285.0,28.0
5211.0,1285.0,29.0
5368.0,1285.0,2.0
5390.0,1285.0,19.0
5471.0,1285.0,43.0
2034.0,1286.0,608.0
2077.0,1286.0,63.0
2082.0,1286.0,-1.0
2195.0,1286.0,27.0
2203.0,1286.0,17.0
2207.0,1286.0,36.0
2212.0,1286.0,-608.0
2708.0,1286.0,35.0
3375.0,1286.0,62.0
3380.0,1286.0,20.0
3400.0,1286.0,13.0
3518.0,1286.0,619.0
3528.0,1286.0,-1216.0
3684.0,1286.0,16.0
3786.0,1286.0,9.0
4018.0,1286.0,64.0
4148.0,1286.0,60.0
4237.0,1286.0,7.0
4699.0,1286.0,35.0
4750.0,1286.0,608.0
4790.0,1286.0,24.0
5000.0,1286.0,28.0
5212.0,1286.0,29.0
5369.0,1286.0,2.0
5391.0,1286.0,19.0
5472.0,1286.0,43.0
2032.0,1287.0,422.0
2076.0,1287.0,34.0
2143.0,1287.0,-1.0
2194.0,1287.0,16.0
2202.0,1287.0,19.0
2206.0,1287.0,25.0
2210.0,1287.0,-422.0
2707.0,1287.0,3.0
3374.0,1287.0,29.0
3379.0,1287.0,17.0
3399.0,1287.0,16.0
3518.0,1287.0,434.0
3526.0,1287.0,-844.0
3683.0,1287.0,9.0
3785.0,1287.0,20.0
4017.0,1287.0,59.0
4147.0,1287.0,26.0
4236.0,1287.0,14.0
4698.0,1287.0,25.0
4748.0,1287.0,422.0
4789.0,1287.0,16.0
4999.0,1287.0,30.0
5211.0,1287.0,29.0
5368.0,1287.0,3.0
5390.0,1287.0,9.0
5471.0,1287.0,24.0
2034.0,1288.0,422.0
2077.0,1288.0,34.0
2144.0,1288.0,-1.0
2195.0,1288.0,16.0
2203.0,1288.0,19.0
2207.0,1288.0,25.0
2212.0,1288.0,-422.0
2708.0,1288.0,3.0
3375.0,1288.0,29.0
3380.0,1288.0,17.0
3400.0,1288.0,16.0
3520.0,1288.0,434.0
3528.0,1288.0,-844.0
3684.0,1288.0,9.0
3786.0,1288.0,20.0
4018.0,1288.0,59.0
4148.0,1288.0,26.0
4237.0,1288.0,14.0
4699.0,1288.0,25.0
4750.0,1288.0,422.0
4790.0,1288.0,16.0
5000.0,1288.0,30.0
5212.0,1288.0,29.0
5369.0,1288.0,3.0
5391.0,1288.0,9.0
5472.0,1288.0,24.0
2032.0,1289.0,417.0
2076.0,1289.0,26.0
2148.0,1289.0,-1.0
2194.0,1289.0,7.0
2202.0,1289.0,19.0
2206.0,1289.0,24.0
2210.0,1289.0,-417.0
2707.0,1289.0,3.0
3374.0,1289.0,32.0
3379.0,1289.0,18.0
3399.0,1289.0,24.0
3518.0,1289.0,432.0
3526.0,1289.0,-834.0
3683.0,1289.0,13.0
3785.0,1289.0,20.0
4017.0,1289.0,51.0
4147.0,1289.0,34.0
4236.0,1289.0,10.0
4698.0,1289.0,27.0
4748.0,1289.0,417.0
4789.0,1289.0,19.0
4999.0,1289.0,25.0
5211.0,1289.0,30.0
5368.0,1289.0,3.0
5390.0,1289.0,6.0
5471.0,1289.0,27.0
2034.0,1290.0,417.0
2077.0,1290.0,26.0
2149.0,1290.0,-1.0
2195.0,1290.0,7.0
2203.0,1290.0,19.0
2207.0,1290.0,24.0
2212.0,1290.0,-417.0
2708.0,1290.0,3.0
3375.0,1290.0,32.0
3380.0,1290.0,18.0
3400.0,1290.0,24.0
3520.0,1290.0,432.0
3528.0,1290.0,-834.0
3684.0,1290.0,13.0
3786.0,1290.0,20.0
4018.0,1290.0,51.0
4148.0,1290.0,34.0
4237.0,1290.0,10.0
4699.0,1290.0,27.0
4750.0,1290.0,417.0
4790.0,1290.0,19.0
5000.0,1290.0,25.0
5212.0,1290.0,30.0
5369.0,1290.0,3.0
5391.0,1290.0,6.0
5472.0,1290.0,27.0
2032.0,1291.0,4560.0
2076.0,1291.0,275.0
2159.0,1291.0,-1.0
2194.0,1291.0,150.0
2202.0,1291.0,247.0
2206.0,1291.0,233.0
2210.0,1291.0,-4560.0
2707.0,1291.0,25.0
3374.0,1291.0,298.0
3379.0,1291.0,230.0
3399.0,1291.0,207.0
3518.0,1291.0,4584.0
3526.0,1291.0,-9120.0
3683.0,1291.0,115.0
3785.0,1291.0,285.0
4017.0,1291.0,533.0
4147.0,1291.0,357.0
4236.0,1291.0,79.0
4698.0,1291.0,224.0
4748.0,1291.0,4560.0
4789.0,1291.0,171.0
4999.0,1291.0,392.0
5211.0,1291.0,300.0
5368.0,1291.0,37.0
5390.0,1291.0,151.0
5471.0,1291.0,252.0
2034.0,1292.0,4560.0
2077.0,1292.0,275.0
2160.0,1292.0,-1.0
2195.0,1292.0,150.0
2203.0,1292.0,247.0
2207.0,1292.0,233.0
2212.0,1292.0,-4560.0
2708.0,1292.0,25.0
3375.0,1292.0,298.0
3380.0,1292.0,230.0
3400.0,1292.0,207.0
3520.0,1292.0,4584.0
3528.0,1292.0,-9120.0
3684.0,1292.0,115.0
3786.0,1292.0,285.0
4018.0,1292.0,533.0
4148.0,1292.0,357.0
4237.0,1292.0,79.0
4699.0,1292.0,224.0
4750.0,1292.0,4560.0
4790.0,1292.0,171.0
5000.0,1292.0,392.0
5212.0,1292.0,300.0
5369.0,1292.0,37.0
5391.0,1292.0,151.0
5472.0,1292.0,252.0
2032.0,1293.0,123.0
2076.0,1293.0,11.0
2154.0,1293.0,-1.0
2194.0,1293.0,9.0
2202.0,1293.0,1.0
2206.0,1293.0,8.0
2210.0,1293.0,-123.0
2707.0,1293.0,2.0
3374.0,1293.0,5.0
3379.0,1293.0,7.0
3399.0,1293.0,6.0
3518.0,1293.0,123.0
3526.0,1293.0,-246.0
3683.0,1293.0,1.0
3785.0,1293.0,4.0
4017.0,1293.0,20.0
4147.0,1293.0,4.0
4236.0,1293.0,5.0
